"","Stream.Name","Station.Name","Parameter","Date","Comments","Rain.in.Last.24.Hours","Sky.Condition","Final_Value","Year","Month"
"456","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-09-03," ","No","Sunny",9.7,"2019",9
"457","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",2.5,"2019",10
"458","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-11-05," ","No","Overcast",2.5,"2019",11
"459","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-12-03," ","No","Sunny",4.4,"2019",12
"460","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-01-07," ","No","Partly Cloudy",11.3,"2020",1
"461","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-02-04,"Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy",4.25,"2020",2
"462","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-03-03,"Green floc algae present","No","Overcast",2.5,"2020",3
"463","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",13.4,"2020",5
"464","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Overcast",8.6,"2020",6
"465","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-07-07,"Murky Water","Yes","Partly Cloudy",20.2,"2020",7
"466","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",47.4,"2020",8
"467","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-09-01," ","Yes","Overcast",22,"2020",9
"468","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-10-06,"Duplicate Site Duplicate","No","Sunny",7,"2020",10
"469","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-11-03," ","No","Sunny",3.7,"2020",11
"470","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2020-12-01," ","Yes","Sunny",8,"2020",12
"471","Ellerbe Creek","EL7.1EC","Turbidity",2019-01-08," ","No","Partly Cloudy",8.7,"2019",1
"472","Ellerbe Creek","EL7.1EC","Turbidity",2019-02-05," ","No","Partly Cloudy",5.9,"2019",2
"473","Ellerbe Creek","EL7.1EC","Turbidity",2019-03-05," ","Yes","Overcast",22.3,"2019",3
"474","Ellerbe Creek","EL7.1EC","Turbidity",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",4.3,"2019",4
"475","Ellerbe Creek","EL7.1EC","Turbidity",2019-05-07," ","No","Partly Cloudy",5.8,"2019",5
"476","Ellerbe Creek","EL7.1EC","Turbidity",2019-06-05,"Duplicate Site","No","Overcast",11.4,"2019",6
"477","Ellerbe Creek","EL7.1EC","Turbidity",2019-07-09," ","Yes","Overcast",10.7,"2019",7
"478","Ellerbe Creek","EL7.1EC","Turbidity",2019-08-06," ","Yes","Partly Cloudy",33,"2019",8
"479","Ellerbe Creek","EL7.1EC","Turbidity",2019-09-03," ","No","Sunny",3.8,"2019",9
"480","Ellerbe Creek","EL7.1EC","Turbidity",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",1.8,"2019",10
"481","Ellerbe Creek","EL7.1EC","Turbidity",2019-11-05," ","No","Overcast",6.5,"2019",11
"482","Ellerbe Creek","EL7.1EC","Turbidity",2019-12-03," ","No","Sunny",12.7,"2019",12
"483","Ellerbe Creek","EL7.1EC","Turbidity",2020-01-07," ","No","Partly Cloudy",20.6,"2020",1
"484","Ellerbe Creek","EL7.1EC","Turbidity",2020-02-04,"Duplicate Site; green floc algae present","No","Partly Cloudy",10.5,"2020",2
"485","Ellerbe Creek","EL7.1EC","Turbidity",2020-03-03,"Green floc algae present","No","Overcast",4.8,"2020",3
"486","Ellerbe Creek","EL7.1EC","Turbidity",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",18.9,"2020",5
"487","Ellerbe Creek","EL7.1EC","Turbidity",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast",16.9,"2020",6
"488","Ellerbe Creek","EL7.1EC","Turbidity",2020-07-07,"Murky Water","Yes","Partly Cloudy",25.5,"2020",7
"489","Ellerbe Creek","EL7.1EC","Turbidity",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",53,"2020",8
"490","Ellerbe Creek","EL7.1EC","Turbidity",2020-09-01," ","Yes","Overcast",33.9,"2020",9
"491","Ellerbe Creek","EL7.1EC","Turbidity",2020-10-06,"Duplicate Site","No","Sunny",9.3,"2020",10
"492","Ellerbe Creek","EL7.1EC","Turbidity",2020-11-03," ","No","Sunny",10.4,"2020",11
"493","Ellerbe Creek","EL7.1EC","Turbidity",2020-12-01," ","Yes","Sunny",23.5,"2020",12
"494","Ellerbe Creek","EL7.1EC","Zinc",2019-01-08," ","No","Partly Cloudy",11.15,"2019",1
"495","Ellerbe Creek","EL7.1EC","Zinc",2019-02-05," ","No","Partly Cloudy",13.8,"2019",2
"496","Ellerbe Creek","EL7.1EC","Zinc",2019-03-05," ","Yes","Overcast",12.7,"2019",3
"497","Ellerbe Creek","EL7.1EC","Zinc",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",15.6,"2019",4
"498","Ellerbe Creek","EL7.1EC","Zinc",2019-05-07," ","No","Partly Cloudy",22.85,"2019",5
"499","Ellerbe Creek","EL7.1EC","Zinc",2019-06-05,"Duplicate Site Duplicate","No","Overcast",11.725,"2019",6
"500","Ellerbe Creek","EL7.1EC","Zinc",2019-07-09," ","Yes","Overcast",22.35,"2019",7
"501","Ellerbe Creek","EL7.1EC","Zinc",2019-08-06," ","Yes","Partly Cloudy",18.35,"2019",8
"502","Ellerbe Creek","EL7.1EC","Zinc",2019-09-03," ","No","Sunny",6.8,"2019",9
"503","Ellerbe Creek","EL7.1EC","Zinc",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",7.85,"2019",10
"504","Ellerbe Creek","EL7.1EC","Zinc",2019-11-05," ","No","Overcast",8,"2019",11
"505","Ellerbe Creek","EL7.1EC","Zinc",2019-12-03," ","No","Sunny",15.05,"2019",12
"506","Ellerbe Creek","EL7.1EC","Zinc",2020-01-07," ","No","Partly Cloudy",13.85,"2020",1
"507","Ellerbe Creek","EL7.1EC","Zinc",2020-02-04,"Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy",12.45,"2020",2
"508","Ellerbe Creek","EL7.1EC","Zinc",2020-03-03,"Green floc algae present","No","Overcast",10.15,"2020",3
"509","Ellerbe Creek","EL7.1EC","Zinc",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",11,"2020",5
"510","Ellerbe Creek","EL7.1EC","Zinc",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",10.865,"2020",8
"511","Ellerbe Creek","EL7.1EC","Zinc",2020-09-01," ","Yes","Overcast",7.515,"2020",9
"512","Ellerbe Creek","EL7.1EC","Zinc",2020-10-06,"Duplicate Site Duplicate","No","Sunny",4.4725,"2020",10
"513","Ellerbe Creek","EL7.1EC","Zinc",2020-11-03," ","No","Sunny",4.49,"2020",11
"514","Ellerbe Creek","EL7.1EC","Zinc",2020-12-01," ","Yes","Sunny",10.23,"2020",12
